Unnamed: 0,text,code,task_id,modified
40,This is  a function to filter even numbers using lambda function.,"```
#include <vector>
#include <algorithm>
#include <iterator> // Required for std::back_inserter

std::vector<int> filter_evennumbers(const std::vector<int>& nums) {
    std::vector<int> even_nums;
    std::copy_if(nums.begin(), nums.end(), std::back_inserter(even_nums), [](int x) { return x % 2 == 0; });
    return even_nums;
}
```",41,"[assert(filter_evennumbers({ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 }) == std::vector<int>({ 2, 4, 6, 8, 10 }));, assert(filter_evennumbers({ 10, 20, 45, 67, 84, 93 }) == std::vector<int>({ 10, 20, 84 }));, assert(filter_evennumbers({ 5, 7, 9, 8, 6, 4, 3 }) == std::vector<int>({ 8, 6, 4 }));]"
41,This is  a C++ function to find the sum of repeated elements in a given array.,"```
#include <cassert>
#include <vector>
#include <unordered_map>

int find_Sum(const std::vector<int>& arr, int n) {
    std::unordered_map<int, int> count_map;
    for (int x : arr) {
        count_map[x]++;
    }

    int sum = 0;
    for (const auto& pair : count_map) {
        if (pair.second > 1) {
            sum += pair.first;
        }
    }

    return sum; // Return just the sum of elements that occur more than once
}```",42,"[assert(find_Sum({ 1, 2, 3, 1, 1, 4, 5, 6 }, 8) == 1);, assert(find_Sum({ 1, 2, 3, 1, 1 }, 5) == 1);, assert(find_Sum({ 1, 1, 2 }, 3) == 1);]"
42,This is  a function to find sequences of lowercase letters joined with an underscore using regex.,"```
#include <iostream>
#include <regex>
#include <string>

std::string text_match(const std::string& text) {
    std::regex patterns(""^[a-z]+_[a-z]+$"");
    if (std::regex_search(text, patterns)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}
```",43,"[assert(text_match(""aab_cbbbc"") == ""Found a match!"");, assert(text_match(""aab_Abbbc"") == ""Not matched!"");, assert(text_match(""Aaab_abbbc"") == ""Not matched!"");]"
43,This is  a function that matches a word at the beginning of a string.,"```
#include <iostream>
#include <regex>
#include <string>

std::string text_match_string(const std::string& text) {
    std::regex patterns(""^\\w+"");
    if (std::regex_search(text, patterns)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}
```",44,"[assert(text_match_string("" C++"") == ""Not matched!"");, assert(text_match_string(""C++"") == ""Found a match!"");, assert(text_match_string(""  lang"") == ""Not matched!"");]"
44,This is  a function to find the gcd of the given array elements.,"```
#include <vector>

int find_gcd(int x, int y) {
    while (y) {
        int temp = y;
        y = x % y;
        x = temp;
    }
    return x;
}

std::pair<int, int> get_gcd(const std::vector<int>& l) {
    int num1 = l[0];
    int num2 = l[1];
    int gcd = find_gcd(num1, num2);
    for (size_t i = 2; i < l.size(); i++) {
        gcd = find_gcd(gcd, l[i]);
    }
    return {gcd, gcd};
}
```",45,"[assert(get_gcd({ 2, 4, 6, 8, 16 }).first == 2);, assert(get_gcd({ 1, 2, 3 }).first == 1);, assert(get_gcd({ 2, 4, 6, 8 }).first == 2);]"
45,This is  a C++ function to determine whether all the numbers are different from each other are not.,"```
#include <vector>
#include <set>

bool test_distinct(const std::vector<int>& data) {
    return data.size() == std::set<int>(data.begin(), data.end()).size();
}
```",46,"[assert(test_distinct({1, 5, 7, 9}) == true);, assert(test_distinct({2, 4, 5, 5, 7, 9}) == false);, assert(test_distinct({1, 2, 3}) == true);]"
46,This is  a C++ function to find the last digit when factorial of a divides factorial of b.,"```
int compute_Last_Digit(int A, int B) {
    int variable = 1;
    if (A == B) {
        return 1;
    } else if ((B - A) >= 5) {
        return 0;
    } else {
        for (int i = A + 1; i <= B; i++) {
            variable = (variable * (i % 10)) % 10;
        }
        return variable % 10;
    }
}
```",47,"[assert(compute_Last_Digit(2, 4) == 2);, assert(compute_Last_Digit(6, 8) == 6);, assert(compute_Last_Digit(1, 2) == 2);]"
47,This is  a C++ function to set all odd bits of a given number.,"```
#include <iostream>

std::pair<int, int> odd_bit_set_number(int n) {
    int count = 0, res = 0, temp = n;
    while (temp > 0) {
        if (count % 2 == 0) {
            res |= (1 << count);
        }
        count++;
        temp >>= 1;
    }
    return {n | res, 0}; // Adjust as necessary if you want to return something else
}
```",48,"[assert(odd_bit_set_number(10).first == 15);, assert(odd_bit_set_number(20).first == 21);, assert(odd_bit_set_number(30).first == 31);]"
48,This is  a function to extract every first or specified element from a given two-dimensional list.,"```
#include <vector>

std::vector<int> specified_element(const std::vector<std::vector<int>>& nums, int N) {
    std::vector<int> result;
    for (const auto& i : nums) {
        result.push_back(i[N]);
    }
    return result;
}
```",49,"[assert((specified_element({ {1, 2, 3, 2}, {4, 5, 6, 2}, {7, 1, 9, 5} }, 0) == std::vector<int> {1, 4, 7}));, assert((specified_element({ {1, 2, 3, 2}, {4, 5, 6, 2}, {7, 1, 9, 5} }, 2) == std::vector<int> {3, 6, 9}));, assert((specified_element({ {1, 2, 3, 2}, {4, 5, 6, 2}, {7, 1, 9, 5} }, 1) == std::vector<int> {2, 5, 1}));]"
49,This is  a function to find the list with minimum length using lambda function.,"```
#include <vector>
#include <algorithm>
#include <tuple>

std::tuple<int, std::vector<int>> min_length_list(const std::vector<std::vector<int>>& input_list) {
    // Find the list with the minimum length
    auto min_list_iter = std::min_element(input_list.begin(), input_list.end(),
        [](const std::vector<int>& a, const std::vector<int>& b) {
            return a.size() < b.size();
        });

    int min_length = min_list_iter->size();
    std::vector<int> min_list = *min_list_iter;

    return std::make_tuple(min_length, min_list);
}```",50,"[assert(min_length_list({ {0}, {1, 3}, {5, 7}, {9, 11}, {13, 15, 17} }) == std::make_tuple(1, std::vector<int>{0}));, assert(min_length_list({ {1,2,3,4,5}, {1,2,3,4}, {1,2,3}, {1,2}, {1} }) == std::make_tuple(1, std::vector<int>{1}));, assert(min_length_list({ {3, 4, 5}, {6, 7, 8, 9}, {10, 11, 12}, {1, 2} }) == std::make_tuple(2, std::vector<int>{1, 2}));]"
51,This is  a function to caluclate area of a parallelogram.,"```
double parallelogram_area(double b, double h) {
    double area = b * h;
    return area;
}
```",52,"[assert(parallelogram_area(10, 20) == 200);, assert(parallelogram_area(15, 20) == 300);, assert(parallelogram_area(8, 9) == 72);]"
53,This is  a function to sort the given array by using counting sort.,"```
#include <vector>
#include <algorithm>

std::vector<int> counting_sort(std::vector<int> my_list) {
    int max_value = 0;
    for (int i = 0; i < my_list.size(); i++) {
        if (my_list[i] > max_value) {
            max_value = my_list[i];
        }
    }
    std::vector<int> buckets(max_value + 1, 0);
    for (int i : my_list) {
        buckets[i]++;
    }
    int i = 0;
    for (int j = 0; j <= max_value; j++) {
        for (int a = 0; a < buckets[j]; a++) {
            my_list[i] = j;
            i++;
        }
    }
    return my_list;
}```",54,"[assert((counting_sort({ 1, 23, 4, 5, 6, 7, 8 }) == std::vector<int> {1, 4, 5, 6, 7, 8, 23}));, assert((counting_sort({ 12, 9, 28, 33, 69, 45 }) == std::vector<int> {9, 12, 28, 33, 45, 69}));, assert((counting_sort({ 8, 4, 14, 3, 2, 1 }) == std::vector<int> {1, 2, 3, 4, 8, 14}));]"
54,This is  a function to find t-nth term of geometric series.,"```
#include <cmath>
#include<iostream>

std::pair<double, double> tn_gp(double a, int n, double r) {
    double tn = a * pow(r, n - 1);
    return std::make_pair(tn, tn);
}```",55,"[assert(tn_gp(1, 5, 2).first == 16);, assert(tn_gp(1, 5, 4).first == 256);, assert(tn_gp(2, 6, 3).first == 486);]"
55,This is  a C++ function to check if a given number is one less than twice its reverse.,"```
#include <iostream>
using namespace std;

int rev(int num) {
    int rev_num = 0;
    while (num > 0) {
        rev_num = (rev_num * 10 + num % 10);
        num = num / 10;
    }
    return rev_num;
}

bool check(int n) {
    return (2 * rev(n) == n + 1);
}
```",56,"[assert(check(70) == false);, assert(check(23) == false);, assert(check(73) == true);]"
56,This is  a C++ function to find the largest number that can be formed with the given digits.,"```

#include <algorithm>
#include <vector>

long long find_Max_Num(std::vector<int> arr, int n) {
    std::sort(arr.rbegin(), arr.rend());
    long long num = arr[0];
    for (int i = 1; i < n; i++) {
        num = num * 10 + arr[i];
    }
    return num;
}```",57,"[assert(find_Max_Num({ 1, 2, 3 }, 3) == 321);, assert(find_Max_Num({ 4, 5, 6, 1 }, 4) == 6541);, assert(find_Max_Num({ 1, 2, 3, 9 }, 4) == 9321);]"
57,This is  a C++ function to check whether the given two integers have opposite sign or not.,"```
bool opposite_Signs(int x, int y) { 
    return ((x ^ y) < 0); 
}
```",58,"[assert(opposite_Signs(1, -2) == true);, assert(opposite_Signs(3, 2) == false);, assert(opposite_Signs(-10, -10) == false);]"
59,This is  a function to find the maximum length of the subsequence with difference between adjacent elements for the given array.,"```
#include <vector>
#include <algorithm>
#include <cmath>

std::pair<int, int> max_len_sub(const std::vector<int>& arr, int n) {
    std::vector<int> mls(n, 1);
    int max = 0;

    for (int i = 0; i < n; ++i) {
        for (int j = 0; j < i; ++j) {
            if (std::abs(arr[i] - arr[j]) <= 1 && mls[i] < mls[j] + 1) {
                mls[i] = mls[j] + 1;
            }
        }
    }

    for (int i = 0; i < n; ++i) {
        if (max < mls[i]) {
            max = mls[i];
        }
    }

    return {max, 0}; // Returning 0 as a placeholder for the second value
}
```",60,"[assert(max_len_sub({ 2, 5, 6, 3, 7, 6, 5, 8 }, 8).first == 5);, assert(max_len_sub({ -2, -1, 5, -1, 4, 0, 3 }, 7).first== 4);, assert(max_len_sub({ 9, 11, 13, 15, 18 }, 5).first== 1);]"
60,This is  a C++ function to count number of substrings with the sum of digits equal to their length.,"```
#include <iostream>
#include <unordered_map>
#include <string>

using namespace std;

pair<int, int> count_Substrings(const string& s, int n) {
    int count = 0, sum = 0;
    unordered_map<int, int> mp;
    mp[0] += 1;
    
    for (int i = 0; i < n; i++) {
        sum += s[i] - 0;
        count += mp[sum - (i + 1)];
        mp[sum - (i + 1)] += 1;
    }
    
    return make_pair(count, 0); // Return 0 for the second value as in the original code
}
```",61,"[assert(count_Substrings(""112112"", 6).first == 6);, assert(count_Substrings(""111"", 3).first == 6);, assert(count_Substrings(""1101112"", 7).first == 12);]"
61,This is  a C++ function to find smallest number in a list.,"```
#include <vector>
#include <algorithm>

int smallest_num(const std::vector<int>& xs) {
    return *std::min_element(xs.begin(), xs.end());
}
```",62,"[assert(smallest_num({ 10, 20, 1, 45, 99 }) == 1);, assert(smallest_num({ 1, 2, 3 }) == 1);, assert(smallest_num({ 45, 46, 50, 60 }) == 45);]"
62,This is  a function to find the maximum difference between available pairs in the given tuple list.,"```
#include <vector>
#include <algorithm>
#include <cmath>

std::pair<int, int> max_difference(const std::vector<std::pair<int, int>>& test_list) {
    std::vector<int> temp;
    for (const auto& p : test_list) {
        temp.push_back(abs(p.second - p.first));
    }
    int res = *std::max_element(temp.begin(), temp.end());
    return std::make_pair(res, res);
}
```",63,"[assert(max_difference({ {3, 5}, {1, 7}, {10, 3}, {1, 2} }).first == 7);, assert(max_difference({ {4, 6}, {2, 17}, {9, 13}, {11, 12} }).first == 15);, assert(max_difference({ {12, 35}, {21, 27}, {13, 23}, {41, 22} }).first == 23);]"
63,This is  a function to sort a list of tuples using lambda.,"```
#include <string>
#include <vector>
#include <algorithm>
#include <utility>

std::vector<std::pair<std::string, int>> subject_marks(std::vector<std::pair<std::string, int>> subjectmarks) {
    std::sort(subjectmarks.begin(), subjectmarks.end(), [](const std::pair<std::string, int>& a, const std::pair<std::string, int>& b) {
        return a.second < b.second;
        });
    return subjectmarks;
}```",64,"[assert((subject_marks({ {""English"", 88}, {""Science"", 90}, {""Maths"", 97}, {""Social sciences"", 82} }) == std::vector<std::pair<std::string, int>>{ {""Social sciences"", 82}, { ""English"", 88 }, { ""Science"", 90 }, { ""Maths"", 97 } }));, assert((subject_marks({ {""Telugu"", 49}, {""Hindhi"", 54}, {""Social"", 33} }) == std::vector<std::pair<std::string, int>>{ {""Social"", 33}, { ""Telugu"", 49 }, { ""Hindhi"", 54 } }));, assert((subject_marks({ {""Physics"", 96}, {""Chemistry"", 97}, {""Biology"", 45} }) == std::vector<std::pair<std::string, int>>{ {""Biology"", 45}, { ""Physics"", 96 }, { ""Chemistry"", 97 } }));]"
64,This is  a function of recursion list sum.,"```
#include <vector>
#include <variant>

using namespace std;

int recursive_list_sum(const vector<variant<int, vector<variant<int, vector<int>>>>& data_list) {
    int total = 0;
    for (const auto& element : data_list) {
        if (holds_alternative<vector<variant<int, vector<int>>>>(element)) {
            total += recursive_list_sum(get<vector<variant<int, vector<int>>>>(element));
        } else {
            total += get<int>(element);
        }
    }
    return total;
}
```",65,"[assert(recursive_list_sum({1, 2, {3, 4}, {5, 6}}) == 21);, assert(recursive_list_sum({7, 10, {15, 14}, {19, 41}}) == 106);, assert(recursive_list_sum({10, 20, {30, 40}, {50, 60}}) == 210);]"
65,This is  a C++ function to count positive numbers in a list.,"```
#include <vector>

std::pair<int, int> pos_count(const std::vector<int>& list) {
    int pos_count = 0;
    for (int num : list) {
        if (num >= 0) {
            pos_count += 1;
        }
    }
    return {pos_count, 0}; // Returning a pair with second value as 0 to match the return type
}
```",66,"[assert(pos_count({ 1, -2, 3, -4 }).first == 2);, assert(pos_count({ 3, 4, 5, -1 }).first == 3);, assert(pos_count({ 1, 2, 3, 4 }).first == 4);]"
66,This is  a function to find the number of ways to partition a set of bell numbers.,"```
#include <iostream>
#include <vector>
#include <cassert>

using namespace std;

long bellNumber(int n) {
    vector<vector<long>> bell(n + 1, vector<long>(n + 1, 0));
    bell[0][0] = 1;

    for (int i = 1; i <= n; i++) {
        bell[i][0] = bell[i - 1][i - 1];
        for (int j = 1; j <= i; j++) {
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1];
        }
    }
    return bell[n][0];
}```",67,"[assert(bellNumber(2) == 2);, assert(bellNumber(10) == 115975);, assert(bellNumber(19) == 176617089);]"
67,This is  a C++ function to check whether the given array is monotonic or not.,"```
#include <vector>

bool is_Monotonic(const std::vector<int>& A) {
    bool increasing = true, decreasing = true;
    for (size_t i = 1; i < A.size(); i++) {
        if (A[i] > A[i - 1]) {
            decreasing = false;
        }
        else if (A[i] < A[i - 1]) {
            increasing = false;
        }
    }
    return increasing || decreasing;
}```",68,"[assert(is_Monotonic({6, 5, 4, 4}) == true);, assert(is_Monotonic({1, 2, 2, 3}) == true);, assert(is_Monotonic({1, 3, 2}) == false);]"
